,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Port
29,0025_01,0,0,0,15.0,0,0.0,225.0,0.0,998.0,0.0,False,1,1
30,0026_01,1,0,2,34.0,0,22.0,6073.0,0.0,1438.0,328.0,False,6,0
31,0028_01,2,0,0,43.0,0,1125.0,0.0,136.0,48.0,0.0,False,1,0
32,0030_01,0,0,0,32.0,0,0.0,850.0,81.0,437.0,453.0,False,3,1
33,0031_01,2,0,0,47.0,0,214.0,0.0,1411.0,0.0,1229.0,True,1,0
34,0031_02,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
35,0031_03,2,0,0,20.0,0,224.687617481203,0.0,1750.0,990.0,0.0,True,1,0
36,0034_01,1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,True,5,1
37,0035_01,2,0,2,23.0,0,784.0,964.0,0.0,951.0,0.0,False,5,0
38,0036_01,0,0,2,15.0,0,0.0,492.0,48.0,20.0,401.0,False,1,1
39,0038_01,0,0,2,20.0,0,554.0,195.0,0.0,2606.0,0.0,False,1,1
40,0039_01,0,1,2,30.0,0,0.0,0.0,173.72916912197996,0.0,0.0,False,3,0
41,0041_01,0,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
42,0043_01,1,0,0,45.0,0,0.0,164.0,45.0,2511.0,855.0,False,0,0
43,0044_01,0,1,0,55.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
44,0044_02,0,1,2,4.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
45,0044_03,0,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
46,0045_01,2,0,0,21.0,0,970.0,0.0,180.0,0.0,64.0,False,1,0
47,0045_02,2,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
48,0050_01,0,0,2,35.0,0,790.0,0.0,0.0,311.1387779083431,0.0,False,4,1
49,0051_01,0,0,0,56.0,0,0.0,112.0,0.0,1379.0,127.0,False,4,1
50,0052_01,0,0,0,28.82793046746535,0,4.0,0.0,2.0,4683.0,0.0,False,3,1
51,0053_01,0,0,0,25.0,0,0.0,0.0,1938.0,0.0,1.0,True,1,1
52,0056_01,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
53,0056_02,1,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
54,0056_03,1,0,0,27.0,0,279.0,605.0,3374.0,286.0,3.0,True,2,1
55,0058_01,0,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
56,0061_01,0,0,0,22.0,0,45.0,1096.0,148.0,1377.0,1.0,False,1,1
57,0062_01,0,0,0,62.0,0,0.0,592.0,0.0,17.0,25.0,False,1,1
58,0064_01,2,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
59,0064_02,0,1,0,33.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,4,1
60,0066_01,0,0,0,62.0,0,1.0,153.0,197.0,0.0,460.0,False,3,0
61,0067_01,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
62,0067_02,0,0,0,18.0,0,1.0,258.0,446.0,0.0,0.0,True,3,1
63,0067_03,0,0,2,21.0,0,1946.0,37.0,0.0,0.0,24.0,False,1,1
64,0068_01,2,0,0,28.82793046746535,0,793.0,0.0,2.0,253.0,0.0,False,4,1
65,0069_01,0,0,0,42.0,0,887.0,0.0,9.0,6.0,0.0,True,1,1
66,0070_01,0,0,0,19.0,0,190.0,0.0,5.0,1.0,726.0,False,1,0
67,0071_01,0,0,0,17.0,0,16.0,2165.0,0.0,0.0,52.0,False,1,0
68,0072_01,0,0,0,14.0,0,0.0,1.0,0.0,0.0,1063.0,False,1,1
69,0073_01,2,0,1,37.0,0,46.0,83.0,738.0,0.0,12.0,False,5,0
70,0074_01,1,0,0,42.0,0,1.0,8397.0,0.0,0.0,506.0,True,6,1
71,0076_01,2,0,0,27.0,0,147.0,0.0,1018.0,0.0,0.0,True,1,1
72,0077_01,2,0,0,28.0,0,14.0,0.0,1295.0,0.0,0.0,True,1,0
73,0078_01,1,0,0,38.0,0,0.0,5840.0,0.0,321.0,9654.0,False,6,1
74,0081_01,0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
75,0082_01,2,0,0,42.0,0,7406.0,0.0,0.0,0.0,0.0,False,1,0
76,0082_02,2,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
77,0082_03,2,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
78,0084_01,0,0,0,24.0,0,688.0,0.0,0.0,0.0,17.0,True,3,1
79,0085_01,1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
80,0086_01,0,0,0,43.0,0,211.0,0.0,0.0,638.0,513.0,False,1,0
81,0088_01,2,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
82,0090_01,0,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
83,0091_01,0,1,0,26.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,1
84,0091_02,0,0,0,27.0,0,1.0,697.0,31.0,188.0,0.0,False,1,1
85,0092_01,0,0,0,19.0,0,0.0,0.0,670.0,1.0,34.0,False,3,0
86,0092_02,0,1,0,0.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
87,0092_03,0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
88,0097_01,1,0,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,2,1
89,0098_01,0,0,0,26.0,0,0.0,856.0,5.0,32.0,0.0,False,3,0
90,0098_02,0,0,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,3,0
91,0099_01,0,0,1,23.0,0,311.0,427.0,526.0,37.0,0.0,False,1,0
92,0099_02,0,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
93,0101_01,2,1,0,31.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
94,0102_01,0,0,0,18.0,0,0.0,0.0,0.0,830.0,91.0,False,1,1
95,0103_01,0,0,0,24.0,0,0.0,458.07720329024676,0.0,0.0,17.0,True,1,1
96,0103_02,0,1,2,9.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
97,0103_03,0,1,0,6.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
98,0105_01,0,0,0,27.0,0,0.0,0.0,570.0,2.0,131.0,False,1,0
99,0107_01,2,0,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,5,1
100,0108_01,0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
101,0108_02,0,0,0,31.0,0,562.0,0.0,326.0,0.0,0.0,False,3,1
102,0108_03,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
103,0110_01,1,0,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,3,1
104,0110_02,1,0,0,40.0,0,0.0,331.0,0.0,0.0,1687.0,False,0,0
105,0110_03,1,0,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,0,0
106,0110_04,1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
107,0111_01,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
108,0112_01,1,0,2,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,0,1
109,0113_01,0,0,0,64.0,0,0.0,0.0,804.0,0.0,0.0,True,1,0
110,0114_01,0,0,0,27.0,0,82.0,157.0,429.0,238.0,1.0,False,3,1
111,0115_01,2,0,0,26.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,1,0
112,0116_01,1,0,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,5,0
113,0119_01,0,0,0,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,2,0
114,0119_02,1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,2,0
115,0120_01,2,1,0,24.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,1,0
116,0122_01,0,0,0,29.0,0,0.0,0.0,0.0,699.0,74.0,False,3,1
117,0123_01,0,0,0,18.0,0,55.0,597.0,49.0,0.0,1.0,False,1,0
118,0126_01,2,1,0,67.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
119,0127_01,2,0,0,35.0,0,701.0,0.0,296.0,0.0,25.0,False,4,1
120,0128_01,2,0,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,5,1
121,0128_02,2,0,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,4,1
122,0129_01,0,1,1,22.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,1
123,0133_01,2,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
124,0133_02,2,0,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,5,1
125,0134_01,0,0,0,19.0,0,0.0,14.0,730.0,0.0,0.0,True,3,0
126,0136_01,0,0,1,47.0,0,97.0,418.0,126.0,25.0,55.0,False,3,1
127,0138_01,0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
128,0138_02,0,0,0,34.0,0,0.0,22.0,0.0,564.0,207.0,False,4,0
129,0139_01,1,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
130,0140_01,0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
131,0140_02,0,0,0,26.0,0,440.0,0.0,0.0,0.0,462.0,False,1,0
132,0141_01,2,0,0,31.0,0,224.687617481203,0.0,97.0,0.0,0.0,False,1,0
133,0144_01,0,0,0,20.0,0,0.0,420.0,210.0,0.0,0.0,True,1,1
134,0146_01,0,0,0,56.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
135,0147_01,0,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
136,0148_01,2,0,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,1,0
137,0149_01,0,1,2,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,3,1
138,0151_01,0,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
139,0152_01,0,0,0,41.0,0,0.0,0.0,0.0,0.0,607.0,False,1,0
140,0160_01,0,0,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,3,0
141,0163_01,1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
142,0163_02,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
143,0164_01,0,0,0,57.0,0,50.0,1688.0,0.0,311.1387779083431,135.0,True,3,1
144,0164_02,0,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
145,0165_01,2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
146,0167_01,2,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
147,0167_02,2,0,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,1,1
148,0169_01,0,1,0,31.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
149,0170_01,0,0,0,24.0,0,0.0,0.0,0.0,221.0,567.0,False,4,1
150,0171_01,0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
151,0172_01,0,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
152,0173_01,0,0,0,58.0,0,0.0,985.0,0.0,5.0,0.0,True,4,1
153,0174_01,0,0,2,21.0,0,287.0,0.0,16.0,115.0,175.0,False,1,0
154,0177_01,1,0,0,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,0,1
155,0178_01,2,0,0,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,5,1
156,0179_01,0,0,0,19.0,0,1.0,219.0,673.0,2.0,11.0,True,3,0
157,0179_02,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
158,0179_03,0,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
159,0181_01,0,0,0,20.0,0,0.0,0.0,3.0,299.0,92.0,False,3,0
160,0182_01,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
161,0183_01,0,0,0,37.0,0,17.0,146.0,426.0,0.0,232.0,True,1,1
162,0186_01,0,0,0,25.0,0,62.0,0.0,0.0,0.0,956.0,False,3,0
163,0188_01,0,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
164,0189_01,0,0,2,49.0,0,84.0,3.0,401.0,202.0,98.0,False,4,0
165,0190_01,0,1,2,11.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
166,0192_01,0,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
167,0192_02,0,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
168,0192_03,0,0,0,39.0,0,0.0,0.0,10.0,898.0,0.0,False,3,0
169,0193_01,2,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
170,0193_02,2,0,0,23.0,0,224.687617481203,0.0,8.0,1072.0,0.0,False,1,0
171,0193_03,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
172,0195_01,2,0,0,39.0,0,406.0,0.0,867.0,0.0,0.0,True,1,0
173,0196_01,2,0,1,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,5,0
174,0197_01,1,0,0,36.0,0,0.0,972.0,0.0,795.0,575.0,False,6,0
175,0198_01,0,0,1,52.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
176,0199_01,0,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
177,0200_01,0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
178,0201_01,1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
179,0201_02,1,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
180,0202_01,1,1,2,45.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
181,0202_02,1,0,2,28.82793046746535,0,0.0,2433.0,173.72916912197996,878.0,443.0,True,2,0
182,0203_01,1,1,0,51.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
183,0205_01,0,0,0,29.0,0,0.0,2.0,66.0,0.0,705.0,False,3,1
184,0206_01,1,0,2,28.82793046746535,0,2.0,1720.0,12.0,1125.0,122.0,True,6,1
185,0207_01,0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
186,0210_01,0,1,2,24.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,5,0
187,0211_01,2,0,0,29.0,0,902.0,1.0,137.0,0.0,0.0,True,1,0
188,0211_02,2,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
189,0211_03,2,0,0,17.0,0,848.0,0.0,307.0,182.0,0.0,False,1,0
190,0212_01,0,0,0,13.0,0,192.0,0.0,0.0,51.0,739.0,False,4,0
191,0212_02,0,0,0,35.0,0,147.0,188.0,0.0,10.0,387.0,False,1,0
192,0213_01,0,0,0,21.0,0,367.0,281.0,0.0,0.0,146.0,False,1,0
193,0216_01,0,0,2,21.0,0,0.0,56.0,0.0,0.0,1918.0,False,1,1
194,0217_01,0,0,0,38.0,0,1517.0,0.0,0.0,27.0,0.0,False,1,0
195,0219_01,0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
196,0220_01,0,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
197,0220_02,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
198,0220_03,0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
199,0220_04,0,0,0,25.0,0,122.0,84.0,173.72916912197996,0.0,0.0,False,4,0
200,0220_05,0,0,0,16.0,0,0.0,3.0,0.0,0.0,1099.0,False,1,0
201,0220_06,0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
202,0220_07,0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
203,0221_01,2,0,2,21.0,0,2237.0,0.0,119.0,0.0,0.0,False,4,1
204,0221_02,2,0,0,23.0,0,1215.0,80.0,1.0,2.0,0.0,False,4,1
205,0221_03,2,0,0,33.0,0,1933.0,12.0,188.0,1.0,0.0,False,4,1
206,0221_04,2,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
207,0221_05,2,0,0,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False,4,1
208,0221_06,2,0,0,16.0,0,915.0,0.0,221.0,234.0,0.0,False,4,1
209,0221_07,2,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,False,4,1
210,0222_01,2,0,0,20.0,0,1406.0,0.0,0.0,11.0,0.0,False,1,1
211,0222_02,2,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
212,0222_03,2,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1
213,0223_01,0,0,0,21.0,0,0.0,2.0,665.0,0.0,9.0,False,3,1
214,0224_01,2,0,0,32.0,1,181.0,0.0,5.0,1634.0,0.0,False,1,1
215,0225_01,0,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
216,0229_01,0,0,0,24.0,0,4.0,7.0,0.0,713.0,79.0,False,1,1
217,0231_01,2,0,0,30.0,0,85.0,0.0,1.0,1720.0,0.0,False,1,1
218,0232_01,0,1,1,27.0,0,0.0,458.07720329024676,0.0,0.0,0.0,False,3,1
219,0233_01,2,0,0,32.0,0,56.0,0.0,256.0,1438.0,0.0,False,1,1
220,0234_01,0,0,0,43.0,0,224.687617481203,888.0,0.0,0.0,0.0,False,1,0
221,0237_01,1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
222,0239_01,2,0,0,37.0,0,637.0,0.0,0.0,92.0,319.0,False,3,1
223,0240_01,2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
224,0241_01,1,0,2,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False,4,0
225,0242_01,0,0,0,18.0,0,313.0,1.0,691.0,283.0,0.0,False,1,1
226,0243_01,0,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
227,0244_01,2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
228,0244_02,2,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
229,0245_01,1,0,2,46.0,0,0.0,3571.0,0.0,0.0,7.0,True,6,0
230,0245_02,1,0,0,33.0,0,0.0,86.0,796.0,584.0,10912.0,False,6,0
231,0246_01,2,0,0,21.0,0,2947.0,0.0,287.0,27.0,0.0,False,5,0
232,0248_01,1,0,0,33.0,0,0.0,1.0,0.0,8620.0,1063.0,False,6,1
233,0250_01,0,1,1,47.0,0,224.687617481203,0.0,0.0,0.0,0.0,False,3,1
234,0251_01,0,1,2,54.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
235,0252_01,0,0,0,30.0,0,335.0,695.0,541.0,0.0,0.0,False,1,0
236,0253_01,0,0,0,29.0,0,272.0,615.0,0.0,0.0,1.0,False,3,0
237,0254_01,0,0,0,21.0,0,702.0,172.0,408.0,2.0,6.0,True,1,0
238,0255_01,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
239,0257_01,2,0,2,21.0,0,1664.0,0.0,173.72916912197996,0.0,0.0,False,1,1
240,0257_02,2,1,0,60.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
241,0258_01,0,0,0,22.0,0,0.0,0.0,313.0,299.0,92.0,False,1,1
242,0260_01,1,0,0,26.0,0,0.0,4810.0,0.0,981.0,2054.0,False,4,1
243,0261_01,0,0,0,26.0,0,66.0,29.0,0.0,0.0,803.0,False,1,0
244,0263_01,0,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
245,0265_01,1,1,0,39.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,5,1
246,0267_01,0,0,0,13.0,0,118.0,0.0,0.0,754.0,1.0,False,1,1
247,0269_01,0,0,2,47.0,0,0.0,231.0,592.0,0.0,0.0,True,1,1
248,0270_01,0,0,0,63.0,0,0.0,25.0,128.0,0.0,1240.0,False,1,0
249,0275_01,1,1,2,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,5,1
250,0277_01,0,0,2,50.0,0,44.0,2390.0,0.0,53.0,0.0,True,1,0
251,0278_01,0,0,0,35.0,0,0.0,0.0,0.0,888.0,304.8547912992357,False,3,1
252,0278_02,0,0,0,45.0,0,0.0,97.0,0.0,14.0,333.0,False,3,0
253,0281_01,0,0,0,19.0,0,0.0,0.0,2078.0,0.0,0.0,True,1,0
254,0282_01,0,0,0,21.0,0,0.0,918.0,0.0,0.0,0.0,True,1,1
255,0283_01,0,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
256,0283_02,0,0,0,22.0,0,146.0,654.0,1.0,0.0,2.0,True,1,0
257,0285_01,1,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
258,0285_02,1,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
259,0286_01,0,0,2,57.0,0,3.0,1281.0,29.0,162.0,13.0,False,1,0
260,0287_01,1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
261,0287_02,1,0,0,28.0,0,0.0,587.0,32.0,6.0,1460.0,False,0,0
262,0288_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,828.0,False,1,1
263,0289_01,1,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
264,0290_01,1,0,2,26.0,0,0.0,4458.0,0.0,1157.0,262.0,True,0,1
265,0290_02,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
266,0290_03,1,0,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
267,0290_04,1,0,2,9.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
268,0291_01,1,0,0,40.0,0,0.0,6500.0,88.0,1090.0,0.0,True,5,1
269,0294_01,1,1,0,50.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,0,1
270,0297_01,0,0,0,24.0,0,90.0,2.0,1324.0,17.0,0.0,True,3,0
271,0298_01,1,1,2,57.0,0,0.0,0.0,0.0,0.0,0.0,True,2,0
272,0301_01,0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
273,0302_01,0,0,0,23.0,0,0.0,0.0,15.0,0.0,1370.0,False,1,0
274,0303_01,0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
275,0304_01,1,0,0,28.0,0,0.0,422.0,0.0,1851.0,5166.0,False,4,1
276,0305_01,1,0,2,23.0,0,0.0,584.0,0.0,20.0,2469.0,False,6,0
277,0306_01,0,0,0,23.0,0,368.0,175.0,259.0,1.0,101.0,False,4,1
278,0307_01,0,0,0,18.0,0,0.0,0.0,1359.0,0.0,0.0,True,1,1
279,0309_01,0,0,0,18.0,0,1194.0,0.0,157.0,6.0,0.0,False,1,1
280,0310_01,1,0,0,67.0,0,224.687617481203,230.0,0.0,4476.0,241.0,False,3,1
281,0313_01,0,0,1,60.0,0,7.0,540.0,1.0,0.0,4.0,True,1,0
282,0313_02,0,1,2,28.82793046746535,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
283,0313_03,0,0,2,49.0,0,331.0,0.0,0.0,318.0,0.0,True,1,0
284,0313_04,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
285,0314_01,0,0,2,26.0,0,386.0,0.0,74.0,0.0,1330.0,False,3,0
286,0315_01,0,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
287,0316_01,1,0,0,24.0,0,0.0,2628.0,173.72916912197996,170.0,0.0,True,0,1
288,0316_02,1,1,0,20.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,0,1
289,0320_01,0,0,0,18.0,0,0.0,2.0,0.0,311.1387779083431,0.0,False,3,1
290,0320_02,0,0,0,21.0,0,0.0,5.0,3.0,0.0,304.8547912992357,False,3,1
291,0321_01,0,0,0,59.0,1,1018.0,0.0,209.0,0.0,0.0,False,1,1
292,0322_01,0,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
293,0324_01,0,1,2,43.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
294,0326_01,0,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
295,0327_01,0,0,0,19.0,0,17.0,0.0,784.0,0.0,2.0,True,3,1
296,0330_01,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
297,0330_02,1,0,0,32.0,0,247.0,4651.0,0.0,46.0,202.0,True,6,1
298,0330_03,1,0,0,33.0,0,443.0,317.0,0.0,148.0,1260.0,False,6,1
299,0331_01,0,0,0,25.0,0,0.0,0.0,251.0,0.0,552.0,False,1,0
300,0333_01,2,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
